Date	Well	Sample	Fraction	Rate	P-value	R2
8-12-09	D4	15	BR	19.26	2.64E-154	0.986
8-12-09	D5	16	BR	5.25	2.80E-49	0.734
8-12-09	D6	99	BR	14.32	6.18E-39	0.645
8-12-09	A1	3	PR	25.22	1.11E-150	0.984
8-12-09	A2	4	PR	24.48	1.44E-180	0.993
8-12-09	A3	5	PR	32.66	2.68E-128	0.971
8-12-09	A4	7	PR	48.94	4.17E-133	0.974
8-12-09	A5	8	PR	89.53	4.14E-82	0.893
8-12-09	A6	9	PR	45.59	2.06E-168	0.990
8-12-09	B1	10	PR	22.77	3.83E-180	0.993
8-12-09	B2	13	PR	91.62	3.59E-162	0.989
8-12-09	B3	14	PR	27.97	3.08E-186	0.994
8-12-09	B4	15	PR	18.66	2.33E-128	0.971
8-12-09	B5	16	PR	39.78	1.10E-90	0.916
8-12-09	B6	99	PR	-0.37	6.77E-03	0.044
8-12-09	C1	3	BR	24.80	7.99E-182	0.993
8-12-09	C2	4	BR	21.18	3.86E-152	0.985
8-12-09	C3	5	BR	35.00	1.64E-193	0.995
8-12-09	C4	7	BR	36.91	1.01E-165	0.990
8-12-09	C5	8	BR	21.59	1.95E-151	0.985
8-12-09	C6	9	BR	23.91	2.86E-167	0.990
8-12-09	D1	10	BR	25.19	5.13E-188	0.994
8-12-09	D2	13	BR	13.45	2.65E-144	0.981
8-12-09	D3	14	BR	19.14	3.55E-133	0.974
8-12-09	D4	15	BR	38.47	1.85E-114	0.957
8-12-09	D5	16	BR	21.20	4.84E-137	0.977
8-12-09	D6	99	BR	-0.90	3.32E-08	0.169
8-14-09	A1	3	PR	25.12	3.82E-120	0.963
8-14-09	A2	4	PR	53.98	3.54E-98	0.932
8-14-09	A3	5	PR	33.12	1.35E-112	0.954
8-14-09	A4	7	PR	65.81	2.66E-185	0.994
8-14-09	A5	8	PR	116.20	4.10E-140	0.979
8-14-09	A6	9	PR	59.61	1.23E-158	0.987
8-14-09	B1	10	PR	14.23	2.58E-115	0.958
8-14-09	B2	13	PR	59.51	1.09E-114	0.957
8-14-09	B3	14	PR	77.32	9.55E-200	0.996
8-14-09	B4	15	PR	73.53	1.15E-138	0.978
8-14-09	B5	16	PR	52.18	1.13E-154	0.986
8-14-09	B6	99	PR	4.16	1.76E-07	0.153
8-14-09	C1	3	BR	14.92	4.44E-43	0.684
8-14-09	C2	4	BR	18.34	3.74E-107	0.947
8-14-09	C3	5	BR	16.08	1.99E-142	0.980
8-14-09	C4	7	BR	19.58	4.98E-95	0.926
8-14-09	C5	8	BR	4.72	2.91E-25	0.481
8-14-09	C6	9	BR	32.97	1.41E-127	0.970
8-14-09	D1	10	BR	24.32	2.86E-163	0.989
8-14-09	D2	13	BR	2.62	2.52E-05	0.102
8-14-09	D3	14	BR	5.36	1.70E-05	0.106
8-14-09	D4	15	BR	0.93	1.42E-01	0.013
8-14-09	D5	16	BR	21.67	8.98E-130	0.972
8-14-09	D6	99	BR	-0.84	7.82E-08	0.161
8-14-09	A1	3	PR	14.53	1.70E-109	0.950
8-14-09	A2	4	PR	47.52	7.69E-132	0.973
8-14-09	A3	5	PR	57.02	1.44E-187	0.994
8-14-09	A4	7	PR	60.35	6.33E-185	0.994
8-14-09	A5	8	PR	125.28	3.88E-142	0.980
8-14-09	A6	9	PR	52.15	2.44E-148	0.983
8-14-09	B1	10	PR	14.66	2.17E-61	0.810
8-14-09	B2	13	PR	60.99	9.39E-120	0.963
8-14-09	B3	14	PR	71.50	6.42E-152	0.985
8-14-09	B4	15	PR	44.21	1.56E-170	0.991
8-14-09	B5	16	PR	37.93	1.08E-131	0.973
8-14-09	B6	99	PR	-1.56	1.97E-18	0.373
8-14-09	C1	3	BR	35.37	1.93E-212	0.997
8-14-09	C2	4	BR	32.33	2.82E-158	0.987
8-14-09	C3	5	BR	23.31	8.19E-130	0.972
8-14-09	C4	7	BR	40.74	2.14E-86	0.905
8-14-09	C5	8	BR	46.70	4.77E-169	0.991
8-14-09	C6	9	BR	23.89	4.19E-171	0.991
8-14-09	D1	10	BR	24.15	1.44E-157	0.987
8-14-09	D2	13	BR	18.50	3.33E-151	0.984
8-14-09	D3	14	BR	36.77	6.07E-177	0.992
8-14-09	D4	15	BR	34.16	4.22E-109	0.950
8-14-09	D5	16	BR	40.71	3.14E-149	0.984
8-14-09	D6	99	BR	2.12	7.72E-04	0.066
8-17-09	A1	3	PR	16.03	6.50E-62	0.813
8-17-09	A2	4	PR	34.11	2.52E-171	0.991
8-17-09	A3	5	PR	47.05	2.57E-166	0.990
8-17-09	A4	7	PR	44.46	2.07E-133	0.975
8-17-09	A5	8	PR	163.89	7.93E-86	0.904
8-17-09	A6	9	PR	50.53	2.33E-150	0.984
8-17-09	B1	10	PR	36.05	4.57E-162	0.989
8-17-09	B2	13	PR	57.67	1.21E-187	0.994
8-17-09	B3	14	PR	29.63	1.12E-155	0.986
8-17-09	B4	15	PR	27.39	5.72E-149	0.983
8-17-09	B5	16	PR	25.21	1.81E-119	0.962
8-17-09	B6	99	PR	9.14	2.41E-24	0.467
8-17-09	C1	3	BR	15.67	2.03E-120	0.963
8-17-09	C2	4	BR	22.75	5.04E-82	0.893
8-17-09	C3	5	BR	23.90	1.66E-172	0.991
8-17-09	C4	7	BR	25.98	1.59E-179	0.993
8-17-09	C5	8	BR	25.39	2.09E-146	0.982
8-17-09	C6	9	BR	23.41	9.00E-175	0.992
8-17-09	D1	10	BR	37.64	1.29E-169	0.991
8-17-09	D2	13	BR	14.04	2.64E-142	0.980
8-17-09	D3	14	BR	19.51	3.21E-158	0.987
8-17-09	D4	15	BR	38.92	2.25E-194	0.995
8-17-09	D5	16	BR	16.38	1.23E-156	0.987
8-17-09	D6	99	BR	3.53	4.89E-08	0.165
8-17-09	A1	3	PR	12.44	1.66E-121	0.964
8-17-09	A2	4	PR	21.78	9.52E-149	0.983
8-17-09	A3	5	PR	33.70	3.95E-197	0.996
8-17-09	A4	7	PR	65.35	1.62E-126	0.969
8-17-09	A5	8	PR	149.77	1.95E-75	0.872
8-17-09	A6	9	PR	14.34	9.06E-45	0.698
8-17-09	B1	10	PR	25.79	7.47E-192	0.995
8-17-09	B2	13	PR	37.94	3.53E-164	0.989
8-17-09	B3	14	PR	40.01	9.65E-83	0.895
8-17-09	B4	15	PR	1.35	1.37E-04	0.085
8-17-09	B5	16	PR	31.34	2.18E-172	0.991
8-17-09	B6	99	PR	10.62	2.79E-39	0.648
8-17-09	C1	3	BR	22.03	4.53E-173	0.992
8-17-09	C2	4	BR	12.75	1.26E-141	0.980
8-17-09	C3	5	BR	22.56	7.95E-141	0.979
8-17-09	C4	7	BR	54.36	1.36E-130	0.972
8-17-09	C5	8	BR	44.58	1.49E-56	0.783
8-17-09	C6	9	BR	18.45	1.54E-155	0.986
8-17-09	D1	10	BR	24.27	5.25E-181	0.993
8-17-09	D2	13	BR	10.35	4.31E-115	0.958
8-17-09	D3	14	BR	30.82	3.31E-176	0.992
8-17-09	D4	15	BR	54.11	6.61E-130	0.972
8-17-09	D5	16	BR	63.73	2.63E-187	0.994
8-17-09	D6	99	BR	7.68	1.77E-21	0.423
8-19-09	A1	3	PR	52.43	3.92E-137	0.977
8-19-09	A2	4	PR	25.75	2.46E-211	0.997
8-19-09	A3	5	PR	36.98	1.74E-226	0.998
8-19-09	A4	7	PR	65.88	5.32E-194	0.995
8-19-09	A5	8	PR	107.14	3.18E-139	0.978
8-19-09	A6	9	PR	28.73	1.29E-153	0.985
8-19-09	B1	10	PR	37.51	1.28E-157	0.987
8-19-09	B2	13	PR	59.67	2.25E-257	0.999
8-19-09	B3	14	PR	27.11	1.40E-180	0.993
8-19-09	B4	15	PR	31.16	7.47E-170	0.991
8-19-09	B5	16	PR	14.98	1.10E-124	0.967
8-19-09	B6	99	PR	-0.33	8.27E-02	0.018
8-19-09	C1	3	BR	22.48	1.18E-177	0.992
8-19-09	C2	4	BR	27.03	5.12E-199	0.996
8-19-09	C3	5	BR	19.57	1.05E-100	0.935
8-19-09	C4	7	BR	23.01	3.91E-162	0.988
8-19-09	C5	8	BR	26.78	1.10E-132	0.973
8-19-09	C6	9	BR	44.69	3.04E-139	0.978
8-19-09	D1	10	BR	63.85	4.21E-150	0.984
8-19-09	D2	13	BR	19.59	3.66E-176	0.992
8-19-09	D3	14	BR	24.79	6.68E-178	0.992
8-19-09	D4	15	BR	63.13	8.86E-178	0.992
8-19-09	D5	16	BR	22.79	8.45E-171	0.991
8-19-09	D6	99	BR	-1.39	1.33E-13	0.282
8-19-09	A1	3	PR	80.49	9.77E-180	0.993
8-19-09	A2	4	PR	28.71	1.93E-121	0.964
8-19-09	A3	5	PR	32.17	2.08E-187	0.994
8-19-09	A4	7	PR	21.82	8.47E-104	0.941
8-19-09	A5	8	PR	42.57	6.49E-145	0.981
8-19-09	A6	9	PR	15.70	5.12E-119	0.961
8-19-09	B1	10	PR	41.12	1.47E-191	0.995
8-19-09	B2	13	PR	22.85	4.34E-146	0.982
8-19-09	B3	14	PR	20.51	1.90E-134	0.975
8-19-09	B4	15	PR	12.74	1.74E-95	0.925
8-19-09	B5	16	PR	-4.64	1.01E-17	0.359
8-19-09	B6	99	PR	-3.14	1.44E-29	0.537
8-19-09	C1	3	BR	39.73	8.46E-164	0.989
8-19-09	C2	4	BR	-1.48	8.28E-04	0.065
8-19-09	C3	5	BR	7.01	2.88E-54	0.766
8-19-09	C4	7	BR	-3.82	1.35E-18	0.374
8-19-09	C5	8	BR	22.80	1.56E-179	0.993
8-19-09	C6	9	BR	16.56	2.10E-147	0.982
8-19-09	D1	10	BR	37.92	1.39E-223	0.998
8-19-09	D2	13	BR	-5.25	1.99E-21	0.421
8-19-09	D3	14	BR	21.99	1.56E-187	0.994
8-19-09	D4	15	BR	12.86	8.83E-80	0.885
8-19-09	D5	16	BR	10.97	7.22E-138	0.977
8-19-09	D6	99	BR	-2.27	1.26E-24	0.469
8-21-09	A1	3	PR	17.01	7.79E-70	0.848
8-21-09	A2	4	PR	14.71	3.30E-90	0.914
8-21-09	A3	5	PR	60.84	9.54E-146	0.981
8-21-09	A4	7	PR	73.41	1.88E-133	0.974
8-21-09	A5	8	PR	26.60	3.80E-77	0.876
8-21-09	A6	9	PR	55.81	1.32E-179	0.993
8-21-09	B1	10	PR	10.54	1.61E-94	0.923
8-21-09	B2	13	PR	76.90	1.34E-154	0.986
8-21-09	B3	14	PR	73.22	3.63E-188	0.994
8-21-09	B4	15	PR	13.60	7.15E-36	0.611
8-21-09	B5	16	PR	66.08	4.13E-153	0.985
8-21-09	B6	99	PR	0.53	6.28E-03	0.044
8-21-09	C1	3	BR	28.68	7.92E-196	0.995
8-21-09	C2	4	BR	17.73	2.83E-174	0.992
8-21-09	C3	5	BR	27.10	2.07E-200	0.996
8-21-09	C4	7	BR	22.22	3.03E-107	0.946
8-21-09	C5	8	BR	47.70	2.38E-243	0.999
8-21-09	C6	9	BR	29.53	1.96E-143	0.980
8-21-09	D1	10	BR	31.86	2.51E-182	0.993
8-21-09	D2	13	BR	18.84	3.25E-104	0.941
8-21-09	D3	14	BR	16.16	2.43E-115	0.957
8-21-09	D4	15	BR	14.86	1.04E-109	0.950
8-21-09	D5	16	BR	37.26	3.66E-194	0.995
8-21-09	D6	99	BR	-2.76	3.27E-46	0.708
8-21-09	A1	3	PR	31.60	1.81E-176	0.992
8-21-09	A2	4	PR	22.21	3.56E-186	0.994
8-21-09	A3	5	PR	49.29	1.40E-179	0.993
8-21-09	A4	7	PR	44.66	2.12E-100	0.935
8-21-09	A5	8	PR	47.72	5.29E-141	0.979
8-21-09	A6	9	PR	36.31	3.27E-52	0.753
8-21-09	B1	10	PR	58.20	3.29E-160	0.988
8-21-09	B2	13	PR	41.70	7.31E-123	0.965
8-21-09	B3	14	PR	85.29	3.97E-128	0.970
8-21-09	B4	15	PR	25.98	9.07E-100	0.934
8-21-09	B5	16	PR	46.87	5.09E-227	0.998
8-21-09	B6	99	PR	-0.01	9.57E-01	0.000
8-21-09	C1	3	BR	13.13	5.94E-145	0.981
8-21-09	C2	4	BR	21.25	9.54E-162	0.988
8-21-09	C3	5	BR	27.77	7.96E-151	0.984
8-21-09	C4	7	BR	46.69	7.55E-171	0.991
8-21-09	C5	8	BR	30.46	1.95E-218	0.998
8-21-09	C6	9	BR	50.42	1.55E-142	0.980
8-21-09	D1	10	BR	51.69	3.37E-197	0.996
8-21-09	D2	13	BR	44.57	1.11E-186	0.994
8-21-09	D3	14	BR	37.15	5.77E-126	0.968
8-21-09	D4	15	BR	28.47	3.14E-71	0.854
8-21-09	D5	16	BR	82.70	6.79E-215	0.997
8-21-09	D6	99	BR	-2.46	4.59E-36	0.613
8-24-09	A1	3	PR	133.00	2.90E-103	0.940
8-24-09	A2	4	PR	31.75	1.47E-112	0.954
8-24-09	A3	5	PR	65.88	2.20E-162	0.988
8-24-09	A4	7	PR	83.27	3.30E-163	0.989
8-24-09	A5	8	PR	38.48	6.81E-151	0.984
8-24-09	A6	9	PR	51.84	8.47E-111	0.951
8-24-09	B1	10	PR	22.75	5.47E-134	0.974
8-24-09	B2	13	PR	7.57	4.17E-12	0.252
8-24-09	B3	14	PR	81.43	1.16E-191	0.995
8-24-09	B4	15	PR	29.87	1.43E-114	0.956
8-24-09	B5	16	PR	65.23	1.58E-129	0.971
8-24-09	B6	99	PR	15.49	9.42E-31	0.552
8-24-09	C1	3	BR	99.09	6.40E-117	0.959
8-24-09	C2	4	BR	13.76	1.68E-126	0.968
8-24-09	C3	5	BR	13.12	4.34E-102	0.938
8-24-09	C4	7	BR	25.02	1.74E-150	0.984
8-24-09	C5	8	BR	62.56	8.97E-148	0.983
8-24-09	C6	9	BR	19.15	3.66E-135	0.975
8-24-09	D1	10	BR	78.22	4.30E-132	0.973
8-24-09	D2	13	BR	-0.92	8.45E-02	0.018
8-24-09	D3	14	BR	8.79	3.85E-57	0.784
8-24-09	D4	15	BR	18.39	3.67E-126	0.968
8-24-09	D5	16	BR	19.32	1.17E-100	0.935
8-24-09	D6	99	BR	-0.66	2.32E-05	0.103
8-24-09	A1	3	PR	30.74	1.90E-134	0.980
8-24-09	A2	4	PR	28.25	1.76E-132	0.973
8-24-09	A3	5	PR	40.11	5.27E-89	0.911
8-24-09	A4	7	PR	40.29	3.18E-104	0.941
8-24-09	A5	8	PR	30.60	6.23E-89	0.911
8-24-09	A6	9	PR	63.05	1.59E-138	0.977
8-24-09	B1	10	PR	23.33	4.58E-128	0.970
8-24-09	B2	13	PR	30.85	2.20E-165	0.989
8-24-09	B3	14	PR	56.28	3.71E-197	0.996
8-24-09	B4	15	PR	33.20	4.74E-119	0.961
8-24-09	B5	16	PR	126.81	1.12E-138	0.977
8-24-09	B6	99	PR	-1.00	8.60E-12	0.245
8-24-09	C1	3	BR	43.27	1.49E-106	0.945
8-24-09	C2	4	BR	23.84	1.15E-169	0.990
8-24-09	C3	5	BR	36.64	1.21E-169	0.990
8-24-09	C4	7	BR	29.72	1.01E-166	0.990
8-24-09	C5	8	BR	59.23	3.24E-125	0.967
8-24-09	C6	9	BR	28.04	1.83E-142	0.980
8-24-09	D1	10	BR	16.04	1.63E-112	0.953
8-24-09	D2	13	BR	31.88	2.85E-184	0.994
8-24-09	D3	14	BR	40.78	9.45E-183	0.993
8-24-09	D4	15	BR	124.95	1.00E-111	0.952
8-24-09	D5	16	BR	46.25	1.66E-148	0.983
8-24-09	D6	99	BR	-1.28	2.72E-13	0.276
8-26-09	A1	3	PR	14.73	3.21E-154	0.985
8-26-09	A2	4	PR	46.87	1.06E-164	0.989
8-26-09	A3	5	PR	26.60	5.12E-140	0.978
8-26-09	A4	7	PR	74.74	5.53E-133	0.974
8-26-09	A5	8	PR	43.19	1.39E-146	0.982
8-26-09	A6	9	PR	35.61	1.31E-167	0.990
8-26-09	B1	10	PR	42.45	3.77E-159	0.987
8-26-09	B2	13	PR	42.72	5.57E-171	0.991
8-26-09	B3	14	PR	68.45	1.73E-138	0.977
8-26-09	B4	15	PR	31.22	1.16E-138	0.977
8-26-09	B5	16	PR	61.51	8.13E-174	0.992
8-26-09	B6	99	PR	7.13	2.21E-14	0.297
8-26-09	C1	3	BR	27.44	1.12E-184	0.994
8-26-09	C2	4	BR	42.95	1.73E-112	0.953
8-26-09	C3	5	BR	12.49	1.32E-57	0.787
8-26-09	C4	7	BR	49.51	4.26E-112	0.953
8-26-09	C5	8	BR	20.95	7.97E-91	0.915
8-26-09	C6	9	BR	35.28	2.27E-181	0.993
8-26-09	D1	10	BR	46.67	5.15E-164	0.989
8-26-09	D2	13	BR	34.80	2.56E-103	0.940
8-26-09	D3	14	BR	19.88	1.02E-108	0.948
8-26-09	D4	15	BR	53.50	8.10E-153	0.985
8-26-09	D5	16	BR	36.45	2.34E-132	0.973
8-26-09	D6	99	BR	-1.01	2.98E-02	0.028
8-26-09	A1	3	PR	17.57	1.76E-108	0.948
8-26-09	A2	4	PR	26.53	5.83E-124	0.966
8-26-09	A3	5	PR	54.36	5.50E-173	0.991
8-26-09	A4	7	PR	62.62	9.13E-121	0.963
8-26-09	A5	8	PR	40.26	3.61E-157	0.987
8-26-09	A6	9	PR	54.97	7.39E-124	0.966
8-26-09	B1	10	PR	20.35	7.69E-76	0.871
8-26-09	B2	13	PR	22.44	1.72E-81	0.890
8-26-09	B3	14	PR	34.49	7.30E-60	0.800
8-26-09	B4	15	PR	32.80	1.98E-81	0.890
8-26-09	B5	16	PR	83.39	5.01E-94	0.922
8-26-09	B6	99	PR	4.47	4.73E-08	0.165
8-26-09	C1	3	BR	21.94	1.08E-95	0.926
8-26-09	C2	4	BR	23.18	4.29E-135	0.975
8-26-09	C3	5	BR	28.92	5.21E-167	0.990
8-26-09	C4	7	BR	29.45	7.11E-120	0.962
8-26-09	C5	8	BR	13.61	3.73E-76	0.873
8-26-09	C6	9	BR	20.52	2.26E-124	0.967
8-26-09	D1	10	BR	43.45	3.04E-208	0.997
8-26-09	D2	13	BR	54.66	2.90E-118	0.960
8-26-09	D3	14	BR	24.68	3.69E-161	0.988
8-26-09	D4	15	BR	28.15	6.04E-136	0.976
8-26-09	D5	16	BR	41.00	1.07E-137	0.977
8-26-09	D6	99	BR	-4.64	1.71E-46	0.710
8-28-09	A1	3	PR	57.56	1.84E-189	0.994
8-28-09	A2	4	PR	67.21	2.91E-89	0.911
8-28-09	A3	5	PR	60.19	6.54E-155	0.986
8-28-09	A4	7	PR	145.73	4.13E-133	0.974
8-28-09	A5	8	PR	20.62	3.74E-61	0.807
8-28-09	A6	9	PR	54.44	4.69E-180	0.993
8-28-09	B1	10	PR	-25.28	1.56E-42	0.677
8-28-09	B2	13	PR	92.68	6.95E-116	0.958
8-28-09	B3	14	PR	82.87	9.36E-164	0.989
8-28-09	B4	15	PR	138.41	5.10E-162	0.990
8-28-09	B5	16	PR	119.70	6.75E-157	0.986
8-28-09	B6	99	PR	-2.12	1.47E-34	0.597
8-28-09	C1	3	BR	36.14	1.18E-145	0.981
8-28-09	C2	4	BR	20.21	6.22E-38	0.633
8-28-09	C3	5	BR	34.50	9.86E-85	0.899
8-28-09	C4	7	BR	53.95	8.00E-124	0.966
8-28-09	C5	8	BR	42.37	1.49E-183	0.994
8-28-09	C6	9	BR	51.97	1.47E-166	0.990
8-28-09	D1	10	BR	28.27	3.90E-118	0.960
8-28-09	D2	13	BR	58.68	2.11E-138	0.977
8-28-09	D3	14	BR	93.27	1.99E-167	0.990
8-28-09	D4	15	BR	122.24	5.40E-168	0.990
8-28-09	D5	16	BR	56.56	3.59E-181	0.993
8-28-09	D6	99	BR	-1.90	4.15E-28	0.518
8-28-09	A1	3	PR	34.69	2.21E-144	0.981
8-28-09	A2	4	PR	35.06	1.70E-129	0.971
8-28-09	A3	5	PR	29.25	4.06E-155	0.986
8-28-09	A4	7	PR	84.04	1.55E-114	0.956
8-28-09	A5	8	PR	35.57	4.41E-97	0.929
8-28-09	A6	9	PR	48.70	5.84E-161	0.988
8-28-09	B1	10	PR	20.87	1.11E-124	0.967
8-28-09	B2	13	PR	54.75	1.97E-102	0.938
8-28-09	B3	14	PR	115.64	7.53E-119	0.961
8-28-09	B4	15	PR	103.67	2.30E-152	0.985
8-28-09	B5	16	PR	39.45	8.71E-99	0.932
8-28-09	B6	99	PR	-1.75	7.33E-11	0.226
8-28-09	C1	3	BR	12.40	1.50E-120	0.963
8-28-09	C2	4	BR	28.93	1.96E-157	0.987
8-28-09	C3	5	BR	53.79	8.28E-187	0.994
8-28-09	C4	7	BR	73.90	2.96E-121	0.963
8-28-09	C5	8	BR	64.14	7.94E-149	0.983
8-28-09	C6	9	BR	33.47	1.65E-195	0.995
8-28-09	D1	10	BR	33.90	2.22E-167	0.990
8-28-09	D2	13	BR	46.10	6.89E-213	0.997
8-28-09	D3	14	BR	117.19	4.37E-119	0.961
8-28-09	D4	15	BR	58.54	1.53E-232	0.998
8-28-09	D5	16	BR	37.74	4.79E-170	0.991
8-28-09	D6	99	BR	-5.84	1.68E-74	0.867
8-31-09	A1	3	PR	25.63	3.49E-46	0.708
8-31-09	A2	4	PR	16.81	3.47E-13	0.274
8-31-09	A3	5	PR	12.72	3.71E-71	0.854
8-31-09	A4	7	PR	120.10	5.33E-177	0.992
8-31-09	A5	8	PR	93.51	7.96E-141	0.979
8-31-09	A6	9	PR	77.46	2.01E-144	0.981
8-31-09	B1	10	PR	22.83	6.76E-51	0.743
8-31-09	B2	13	PR	80.22	1.20E-143	0.980
8-31-09	B3	14	PR	124.66	5.81E-113	0.954
8-31-09	B4	15	PR	128.54	2.10E-162	0.988
8-31-09	B5	16	PR	134.04	1.76E-199	0.996
8-31-09	B6	99	PR	-3.28	2.57E-37	0.626
8-31-09	C1	3	BR	22.07	1.29E-59	0.798
8-31-09	C2	4	BR	27.09	2.13E-103	0.940
8-31-09	C3	5	BR	39.72	1.37E-102	0.939
8-31-09	C4	7	BR	100.33	6.21E-110	0.950
8-31-09	C5	8	BR	26.14	1.77E-27	0.510
8-31-09	C6	9	BR	33.99	2.09E-103	0.940
8-31-09	D1	10	BR	45.49	8.09E-170	0.991
8-31-09	D2	13	BR	100.24	9.95E-150	0.983
8-31-09	D3	14	BR	81.90	7.92E-132	0.973
8-31-09	D4	15	BR	52.64	1.98E-87	0.907
8-31-09	D5	16	BR	26.46	8.59E-110	0.950
8-31-09	D6	99	BR	-3.07	3.41E-34	0.593
8-31-09	A1	3	PR	11.12	2.00E-38	0.638
8-31-09	A2	4	PR	19.09	4.68E-80	0.886
8-31-09	A3	5	PR	29.89	1.70E-86	0.904
8-31-09	A4	7	PR	66.34	1.30E-123	0.966
8-31-09	A5	8	PR	87.84	4.87E-165	0.989
8-31-09	A6	9	PR	65.49	1.18E-145	0.981
8-31-09	B1	10	PR	16.99	9.21E-82	0.891
8-31-09	B2	13	PR	59.06	2.14E-96	0.927
8-31-09	B3	14	PR	58.25	2.09E-66	0.833
8-31-09	B4	15	PR	113.60	8.76E-130	0.971
8-31-09	B5	16	PR	150.32	9.37E-115	0.956
8-31-09	B6	99	PR	3.55	9.38E-08	0.158
8-31-09	C1	3	BR	22.02	4.89E-80	0.886
8-31-09	C2	4	BR	36.19	1.18E-115	0.957
8-31-09	C3	5	BR	34.63	2.30E-151	0.984
8-31-09	C4	7	BR	110.02	1.80E-203	0.996
8-31-09	C5	8	BR	28.86	6.30E-178	0.992
8-31-09	C6	9	BR	30.14	6.36E-155	0.986
8-31-09	D1	10	BR	17.51	1.96E-114	0.956
8-31-09	D2	13	BR	45.24	1.35E-163	0.989
8-31-09	D3	14	BR	73.18	6.70E-155	0.986
8-31-09	D4	15	BR	97.36	1.20E-141	0.979
8-31-09	D5	16	BR	69.38	5.57E-112	0.953
8-31-09	D6	99	BR	-1.52	2.03E-09	0.195
9-02-09	A1	3	PR	26.14	1.72E-169	0.990
9-02-09	A2	4	PR	41.58	5.40E-150	0.984
9-02-09	A3	5	PR	45.01	2.13E-184	0.994
9-02-09	A4	7	PR	109.45	1.58E-141	0.979
9-02-09	A5	8	PR	36.23	1.21E-113	0.955
9-02-09	A6	9	PR	45.35	1.10E-115	0.957
9-02-09	B1	10	PR	57.78	2.11E-179	0.993
9-02-09	B2	13	PR	98.59	3.44E-153	0.985
9-02-09	B3	14	PR	55.57	2.94E-164	0.989
9-02-09	B4	15	PR	81.53	4.96E-111	0.952
9-02-09	B5	16	PR	94.81	1.48E-127	0.969
9-02-09	B6	99	PR	-6.99	2.66E-86	0.904
9-02-09	C1	3	BR	28.95	9.76E-103	0.939
9-02-09	C2	4	BR	23.66	4.51E-107	0.946
9-02-09	C3	5	BR	30.90	3.99E-87	0.906
9-02-09	C4	7	BR	100.92	2.88E-99	0.933
9-02-09	C5	8	BR	37.92	5.41E-117	0.959
9-02-09	C6	9	BR	27.40	1.32E-156	0.986
9-02-09	D1	10	BR	45.96	3.14E-173	0.991
9-02-09	D2	13	BR	37.12	1.32E-83	0.896
9-02-09	D3	14	BR	66.64	5.21E-149	0.983
9-02-09	D4	15	BR	104.67	1.13E-130	0.972
9-02-09	D5	16	BR	88.98	4.43E-120	0.962
9-02-09	D6	99	BR	-10.50	2.38E-35	0.605
9-04-09	A1	3	PR	43.76	2.20E-120	0.963
9-04-09	A2	4	PR	50.43	1.02E-118	0.962
9-04-09	A3	5	PR	50.85	2.54E-174	0.992
9-04-09	A4	7	PR	133.22	2.68E-142	0.980
9-04-09	A5	8	PR	108.63	1.29E-214	0.997
9-04-09	A6	9	PR	38.20	3.99E-165	0.989
9-04-09	B1	10	PR	20.71	3.27E-117	0.960
9-04-09	B2	13	PR	71.37	3.70E-164	0.989
9-04-09	B3	14	PR	87.35	1.15E-176	0.992
9-04-09	B4	15	PR	74.64	5.90E-211	0.997
9-04-09	B5	16	PR	47.47	8.40E-177	0.992
9-04-09	B6	99	PR	-0.56	1.78E-02	0.034
9-04-09	C1	3	BR	38.14	1.13E-220	0.998
9-04-09	C2	4	BR	62.26	6.85E-156	0.986
9-04-09	C3	5	BR	17.42	1.75E-156	0.987
9-04-09	C4	7	BR	76.73	7.71E-164	0.989
9-04-09	C5	8	BR	59.81	1.79E-179	0.993
9-04-09	C6	9	BR	47.35	7.40E-163	0.989
9-04-09	D1	10	BR	39.28	8.37E-86	0.904
9-04-09	D2	13	BR	48.05	7.23E-170	0.991
9-04-09	D3	14	BR	86.93	7.26E-129	0.971
9-04-09	D4	15	BR	96.66	2.13E-116	0.959
9-04-09	D5	16	BR	78.61	2.15E-157	0.987
9-04-09	D6	99	BR	-3.59	1.27E-14	0.303
9-04-09	A1	3	PR	29.32	1.85E-174	0.992
9-04-09	A2	4	PR	52.92	2.67E-162	0.989
9-04-09	A3	5	PR	50.66	1.29E-214	0.997
9-04-09	A4	7	PR	86.66	1.14E-134	0.975
9-04-09	A5	8	PR	137.81	4.95E-117	0.960
9-04-09	A6	9	PR	31.23	2.73E-79	0.885
9-04-09	B1	10	PR	37.34	5.63E-196	0.996
9-04-09	B2	13	PR	54.61	5.29E-78	0.880
9-04-09	B3	14	PR	79.05	8.40E-155	0.986
9-04-09	B4	15	PR	31.53	1.47E-99	0.934
9-04-09	B5	16	PR	100.57	7.31E-139	0.978
9-04-09	B6	99	PR	-1.74	7.83E-15	0.307
9-04-09	C1	3	BR	10.89	7.92E-132	0.973
9-04-09	C2	4	BR	59.20	5.31E-173	0.992
9-04-09	C3	5	BR	22.79	4.11E-170	0.991
9-04-09	C4	7	BR	51.84	2.04E-131	0.973
9-04-09	C5	8	BR	50.47	7.19E-133	0.974
9-04-09	C6	9	BR	57.47	7.33E-134	0.975
9-04-09	D1	10	BR	38.76	9.42E-206	0.997
9-04-09	D2	13	BR	56.80	5.79E-135	0.976
9-04-09	D3	14	BR	62.12	6.23E-181	0.993
